athlete_id,name,born_date,born_city,born_region,born_country,NOC,height_cm,weight_kg,died_date,height_inch
7608,Luiz Cézar,1938-07-11,São Paulo,São Paulo,BRA,Brazil,,,,nan
7609,Fernando Martins,1952-08-15,Santo André,São Paulo,BRA,Brazil,178.0,75.0,,69.95400000000001
7610,Raimundo Alves,1950-08-31,Belém,Pará,BRA,Brazil,165.0,57.0,,64.845
7611, Piccinin,1931-08-05,São Paulo,São Paulo,BRA,Brazil,154.0,51.0,,60.522000000000006
7612,Agnaldo Magalhães,1976-11-07,Piracicaba,São Paulo,BRA,Brazil,168.0,60.0,,66.024
7613,Valdemar Paulino de Oliveira,1951-07-22,Bom Conselho,Pernambuco,BRA,Brazil,172.0,77.0,,67.596
7614,Wanderley Oliveira,1965-03-29,São Paulo,São Paulo,BRA,Brazil,176.0,67.0,,69.168
7615,Celestino Pinto,1931-08-11,Rio de Janeiro,Rio de Janeiro,BRA,Brazil,,,1989-06-18,nan
7616,José Ricardo Rodrigues,1974-04-05,Franca,São Paulo,BRA,Brazil,180.0,75.0,,70.74000000000001
7617,Jorge Sacoman,1937-07-05,São Paulo,São Paulo,BRA,Brazil,172.0,63.0,2015-05-25,67.596
7618,Joilson de Santana,1964-01-03,,,,Brazil,168.0,54.0,,66.024
7619,Adilson da Silva,1967-09-09,Rodeador,Minas Gerais,BRA,Brazil,174.0,60.0,,68.382
7620,Jorge Silva,1966-06-19,Recife,Pernambuco,BRA,Brazil,176.0,71.0,,69.168
7621,Peter Silva,1964-06-29,São Paulo,São Paulo,BRA,Brazil,182.0,71.0,,71.526
7622,Jaime Sodré,1955-12-07,Ipirá,Bahia,BRA,Brazil,173.0,64.0,,67.989
7623,Deusdete Vasconcelos,1947-01-25,São Paulo,São Paulo,BRA,Brazil,160.0,54.0,,62.88
7624,Borislav Abadzhiev,1963-10-14,Vidin,Vidin,BUL,Bulgaria,176.0,66.0,,69.168
7625,Stefan Aleksandrov,1946-11-04,Plovdiv,Plovdiv,BUL,Bulgaria,160.0,50.0,,62.88
7626,Margarit Atanasov,1958-02-20,,,,Bulgaria,169.0,64.0,,66.417
7627,Tsacho Andreykovski,1954-10-10,Lovech,Lovech,BUL,Bulgaria,166.0,54.0,,65.238
7628,Angel Angelov,1948-07-10,Sofia,Sofia Grad,BUL,Bulgaria,170.0,63.0,,66.81
7629,Daniel Bozhinov,1971-09-08,Varna,Varna,BUL,Bulgaria,168.0,48.0,,66.024
7630,Aleksandar Hristov,1964-07-28,Plovdiv,Plovdiv,BUL,Bulgaria,170.0,54.0,,66.81
7631,Ivaylo Mustafov-Hristov,1960-07-12,Varna,Varna,BUL,Bulgaria,162.0,50.0,,63.666000000000004
7632,Petar Darakchiev,1943-03-11,,,,Bulgaria,175.0,63.0,,68.775
7633,Ilian Dimitrov,1953-02-22,,,,Bulgaria,176.0,75.0,,69.168
7634,Kostadin Folev,1955-03-01,,,,Bulgaria,185.0,75.0,,72.705
7635,Beyhan Fuchedzhiev,1955-11-01,,,,Bulgaria,160.0,48.0,,62.88
7636,Hristo Furnigov,1966-11-25,Granitovo,Lovech,BUL,Bulgaria,175.0,67.0,,68.775
7637,Simeon Georgiev,1945-12-23,Varna,Varna,BUL,Bulgaria,176.0,75.0,,69.168
7638,Bozhidar Ivanov,1956-09-17,,,,Bulgaria,185.0,81.0,,72.705
7639,Leopoldo Cantancio,1963-07-06,,,,Philippines,176.0,60.0,2018-04-20,69.168
7640,Arlo Chavez,1966-08-01,,,,Philippines,169.0,63.0,,66.417
7641,Ronald Chavez,1969-09-11,,,,Philippines,173.0,60.0,,67.989
7642,Simplicio de Castro,1914-01-13,,,,Philippines,,,1942-01-01,nan
7643,Oscar de Larrazábal,1916-06-08,Bacolod,Negros Occidental,PHI,Philippines,,,1978-02-05,nan
7644,Manuel de los Santos,1928-01-01,,,,Philippines,,,,nan
7645,Rodolfo Díaz,1946-03-13,,,,Philippines,161.0,51.0,,63.273
7646,Orlando Dollente,1964-10-24,,,,Philippines,175.0,57.0,,68.775
7647,Benjamin Enríquez,1930-09-30,,,,Philippines,,,2014-03-13,nan
7648,Celedonio Espinosa,1933-07-05,,,,Philippines,,,,nan
7649,Rene Fortaleza,1954-10-30,,,,Philippines,165.0,51.0,2003-10-17,64.845
7650,Rey Fortaleza,1957-12-26,,,,Philippines,164.0,54.0,,64.452
7651,Ric Fortaleza,1951-04-18,Malate,Manila,PHI,Philippines,165.0,51.0,,64.845
7652,Felipe Gabuco,1916-05-26,,,,Philippines,,,,nan
7653,Reynaldo Galido,1975-05-01,,,,Philippines,168.0,64.0,,66.024
7654,John Gray,1906-04-24,Leyte,Leyte,PHI,Philippines,,,1964-01-24,nan
7655,Michael Hormillosa,1968-06-18,,,,Philippines,173.0,54.0,,67.989
7656,Roberto Jalnaiz,1966-11-15,,,,Philippines,167.0,51.0,,65.631
7657,Nelson Jamili,1959-05-19,,,,Philippines,165.0,48.0,,64.845
7658,Emmanuel Legaspi,1967-09-02,,,,Philippines,183.0,75.0,2006-05-07,71.919
7659,Segundo Macalalad,1940-06-01,Lucena City,Quezon,PHI,Philippines,165.0,50.0,,64.845
7660,Ruben Mares,1956-05-19,,,,Philippines,168.0,57.0,,66.024
7661,Paulino Meléndres,1927-01-01,,,,Philippines,,,,nan
7662,Felipe Nunag,1916-03-23,,,,Philippines,,,1957-03-17,nan
7663,Félix Ocampo,1941-01-08,,,,Philippines,173.0,70.0,,67.989
7664,Alejandro Ortuoste,1931-03-17,Manila,Manila,PHI,Philippines,,,,nan
7665,Carlos Padilla,1909-09-06,Manila,Manila,PHI,Philippines,,,1962-01-01,nan
7666,José Padilla,1911-07-16,Plaridel,Bulacan,PHI,Philippines,,,1978-06-18,nan
7667,Teogenes Pelegrino,1949-01-03,,,,Philippines,163.0,57.0,,64.059
7668,Ernesto Porto,1928-08-16,Quezon City,Manila,PHI,Philippines,,,1973-02-05,nan
7669,Elias Recaido,1970-05-15,,,,Philippines,163.0,51.0,,64.059
7670,Leopoldo Serantes,1962-03-15,,,,Philippines,160.0,48.0,2021-09-01,62.88
7671,Efren Tabanas,1962-12-31,,,,Philippines,160.0,51.0,,62.88
7672,Arnulfo Torrevillas,1939-08-15,,,,Philippines,160.0,54.0,,62.88
7673,Leon Trani,,,,,Philippines,,,1966-01-01,nan
7674,Vicente Tuñacao,1925-04-03,,,,Philippines,,,,nan
7675,Mansueto Velasco,1974-01-10,Bago City,Negros Occidental,PHI,Philippines,157.0,48.0,,61.701
7676,Roel Velasco,1972-06-26,Bago City,Negros Occidental,PHI,Philippines,158.0,48.0,,62.094
7677,Mariano Vélez,1925-01-01,Cagayan de Oro,Misamis Oriental,PHI,Philippines,,,2004-01-01,nan
7678,Isidro Vicera,1970-03-30,Bago City,Negros Occidental,PHI,Philippines,165.0,51.0,,64.845
7679,Manolo Vicera,1950-02-18,Manila,Manila,PHI,Philippines,153.0,48.0,,60.129000000000005
7680,Anthony Villanueva,1945-03-18,Cabuyao,Laguna,PHI,Philippines,165.0,57.0,2014-05-13,64.845
7681,José Luis Villanueva,1913-03-19,Binondo,Manila,PHI,Philippines,,,1983-11-11,nan
7682,Bonifacio Zarcal,1920-01-13,,,,Philippines,,,1993-04-03,nan
7683,Jonas Bade,1956-03-16,,,,Papua New Guinea,165.0,60.0,,64.845
7684,Washington Banian,1963-05-19,,,,Papua New Guinea,160.0,48.0,,62.88
7685,Howard Gereo,1978-04-18,,,,Papua New Guinea,163.0,51.0,,64.059
7686,Lynch Ipera,1976-08-04,,,,Papua New Guinea,165.0,57.0,,64.845
7687,Steven Kevi,1968-07-05,,,,Papua New Guinea,166.0,64.0,,65.238
7688,Henry Kungsi,1969-11-01,,,,Papua New Guinea,174.0,60.0,,68.382
7689,Hubert Meta,1964-07-16,,,,Papua New Guinea,165.0,63.0,,64.845
7690,Ronnie Noan,1969-02-20,,,,Papua New Guinea,158.0,51.0,,62.094
7691,John Sem,1973-07-19,,,,Papua New Guinea,156.0,54.0,,61.308
7692,Tumat Sogolik,1955-05-05,,,,Papua New Guinea,160.0,54.0,,62.88
7693,Zoffa Yarawi,1954-01-01,,,,Papua New Guinea,160.0,48.0,,62.88
7694,Kazimierz Adach,1957-05-09,Ustka,Pomorskie,POL,Poland,162.0,60.0,,63.666000000000004
7695,Jerzy Adamski,1937-03-14,Sierpc,Mazowieckie,POL,Poland,171.0,58.0,2002-12-06,67.203
7696,Aleksy Antkiewicz,1923-11-12,Katlewo,Warmińsko-Mazurskie,POL,Poland,,,2005-04-03,nan
7697,Wojciech Bartnik,1967-12-02,Oleśnica,Dolnośląskie,POL,Poland,182.0,91.0,,71.526
7698,Wawrzyniec Bazarnik,1927-07-13,,,,Poland,,,1977-02-05,nan
7699,Brunon Bendig,1938-10-06,Chełmno,Kujawsko-Pomorskie,POL,Poland,169.0,54.0,2006-09-15,66.417
7700,Andrzej Biegalski,1953-03-05,Gierczyn,Dolnośląskie,POL,Poland,192.0,85.0,2017-03-14,75.456
7701,Jacek Bielski,1972-01-29,Elbląg,Warmińsko-Mazurskie,POL,Poland,176.0,63.0,,69.168
7702,Leszek Błażyński,1949-03-05,Ełk,Warmińsko-Mazurskie,POL,Poland,165.0,50.0,1992-08-06,64.845
7703,Leszek Borkowski,1952-06-27,Łódź,Łódzkie,POL,Poland,172.0,54.0,2017-11-06,67.596
7704,Tomasz Borowski,1970-04-15,Grójec,Mazowieckie,POL,Poland,179.0,74.0,,70.34700000000001
7705,Robert Buda,1970-02-10,Wrocław,Dolnośląskie,POL,Poland,183.0,75.0,,71.919
7706,Henryk Chmielewski,1914-01-08,Łódź,Łódzkie,POL,Poland,175.0,72.0,1998-11-15,68.775
7707,Zygmunt Chychła,1926-11-06,Gdańsk,Pomorskie,POL,Poland,170.0,66.0,2009-09-26,66.81
7708,Robert Ciba,1969-11-29,Chmielnik,Świętokrzyskie,POL,Poland,167.0,54.0,,65.631
7709,Czesław Cyraniak,1914-06-01,Poznań,Wielkopolskie,POL,Poland,,,1939-11-23,nan
7710,Ryszard Czerwiński,1954-10-31,Gorzów Wielkopolski,Lubuskie,POL,Poland,164.0,53.0,,64.452
7711,Antoni Czortek,1915-07-02,Grudziądz,Kujawsko-Pomorskie,POL,Poland,,,2004-01-15,nan
7712,Henryk Dampc,1935-04-12,Wejherowo,Pomorskie,POL,Poland,181.0,72.0,2004-03-24,71.13300000000001
7713,Ludwik Denderys,1944-04-26,Mlynyska,Ternopil,UKR,Poland,188.0,84.0,,73.884
7714,Stanisław Dragan,1941-11-21,Sadkowa Góra,Podkarpackie,POL,Poland,181.0,81.0,2007-04-21,71.13300000000001
7715,Lech Drogosz,1933-01-06,Kielce,Świętokrzyskie,POL,Poland,171.0,67.0,2012-09-07,67.203
7716,Jan Dydak,1968-06-14,Czeladź,Śląskie,POL,Poland,185.0,67.0,2019-03-27,72.705
7717,Jan Ertmański,1902-10-05,Poznań,Wielkopolskie,POL,Poland,,,1968-05-10,nan
7718,Bogdan Gajda,1953-08-26,Stary Sokołów,Świętokrzyskie,POL,Poland,179.0,69.0,,70.34700000000001
7719,Jan Gałązka,1945-01-04,Białystok,Podlaskie,POL,Poland,166.0,54.0,1982-01-07,65.238
7720,Jan Gerbich,1900-12-13,Łódź,Łódzkie,POL,Poland,,,1994-08-30,nan
7721,Józef Gilewski,1971-03-21,Zbrosławice,Śląskie,POL,Poland,175.0,70.0,,68.775
7722,Stefan Glon,1908-07-02,Berlin,Berlin,GER,Poland,,,1957-03-10,nan
7723,Andrzej Gołota,1968-01-05,Warszawa (Warsaw),Mazowieckie,POL,Poland,193.0,91.0,,75.849
7724,Jan Górny,1907-08-14,Gliwice,Śląskie,POL,Poland,,,1945-05-07,nan
7725,Janusz Gortat,1948-11-05,Brzozów,Podkarpackie,POL,Poland,186.0,81.0,2023-12-19,73.098
7726,Antoni Gościański,1926-02-21,Kopanie,Wielkopolskie,POL,Poland,178.0,88.0,1998-03-25,69.95400000000001
7727,Zygmunt Gosiewski,1959-11-11,,,,Poland,182.0,71.0,,71.526
7728,Józef Grudzień,1939-04-01,,,,Poland,170.0,63.0,2017-06-17,66.81
7729,Tadeusz Grzelak,1929-12-24,Pinsk,Brest,BLR,Poland,183.0,80.0,1996-10-14,71.919
7730,Józef Grzesiak,1941-02-18,,,,Poland,182.0,75.0,2020-05-30,71.526
7731,Piotr Gutman,1941-06-30,,,,Poland,163.0,58.0,,64.059
7732,Grzegorz Jabłoński,1966-03-10,Prostki,Warmińsko-Mazurskie,POL,Poland,168.0,57.0,,66.024
7733,Władysław Jędrzejewski,1935-04-23,Zawiercie,Śląskie,POL,Poland,188.0,95.0,2012-11-11,73.884
7734,Janusz Kasperczak,1927-09-29,Poznań,Wielkopolskie,POL,Poland,,,2002-04-16,nan
7735,Marian Kasprzyk,1939-09-22,Kołomań,Świętokrzyskie,POL,Poland,169.0,69.0,,66.417
7736,Zbigniew Kicka,1950-04-09,Polanica-Zdrój,Dolnośląskie,POL,Poland,172.0,67.0,2022-05-04,67.596
7737,Antoni Kolczyński,1917-08-25,Zdunowo,Mazowieckie,POL,Poland,174.0,73.0,1964-06-19,68.382
7738,Tomasz Konarzewski,1904-07-17,Sieradz,Łódzkie,POL,Poland,181.0,84.0,1974-02-21,71.13300000000001
7739,Krzysztof Kosedowski,1960-12-12,Tczew,Pomorskie,POL,Poland,169.0,57.0,,66.417
7740,Leszek Kosedowski,1954-05-25,Śródza,Śląskie,POL,Poland,174.0,60.0,,68.382
7741,Jerzy Krawczyk,1928-11-17,Łódź,Łódzkie,POL,Poland,173.0,62.0,2008-12-25,67.989
7742,Leszek Kudłacik,1929-10-11,Nowy Dwór,Mazowieckie,POL,Poland,,,1993-07-30,nan
7743,Henryk Kukier,1930-01-01,Lublin,Lubelskie,POL,Poland,157.0,52.0,2020-12-05,61.701
7744,Jerzy Kulej,1940-10-19,Częstochowa,Śląskie,POL,Poland,167.0,66.0,2012-07-13,65.631
7745,Witold Majchrzycki,1909-02-04,Berlin,Berlin,GER,Poland,,,1993-12-03,nan
7746,Wiesław Małyszko,1970-12-07,Radziechowy,Śląskie,POL,Poland,177.0,67.0,,69.561
7747,Zygmunt Milewski,1934-02-03,Gdańsk,Pomorskie,POL,Poland,,,2002-12-31,nan
7748,Andrzej Możdżeń,1962-07-07,Morąg,Warmińsko-Mazurskie,POL,Poland,175.0,63.0,,68.775
7749,Henryk Niedźwiedzki,1933-04-06,Niedźwiady,Pomorskie,POL,Poland,168.0,60.0,2018-02-09,66.024
7750,Eugeniusz Nowak,1895-12-30,Kraków (Cracow),Małopolskie,POL,Poland,172.0,72.0,1988-04-02,67.596
7751,Tomasz Nowak,1960-08-30,Warszawa (Warsaw),Mazowieckie,POL,Poland,171.0,57.0,2013-08-01,67.203
7752,Henryk Nowara,1924-06-14,Chorzów,Śląskie,POL,Poland,181.0,75.0,2001-11-28,71.13300000000001
7753,Artur Olech,1940-06-22,Lviv,Lviv,UKR,Poland,160.0,51.0,2010-08-12,62.88
7754,Leszek Olszewski,1969-03-18,Racibórz,Śląskie,POL,Poland,166.0,51.0,,65.238
7755,Ryszard Pasiewicz,1955-03-04,Łódź,Łódzkie,POL,Poland,174.0,75.0,,68.382
7756,Kazimierz Paździor,1935-03-04,Radom,Mazowieckie,POL,Poland,171.0,59.0,2010-06-24,67.203
7757,Henryk Petrich,1959-01-10,Łódź,Łódzkie,POL,Poland,185.0,81.0,,72.705
7758,Henryk Pielesiak,1955-08-09,Łódź,Łódzkie,POL,Poland,162.0,50.0,2005-10-25,63.666000000000004
7759,Krzysztof Pierwieniecki,1952-04-07,Łubowo,Zachodniopomorskie,POL,Poland,171.0,61.0,,67.203
7760,Zbigniew Pietrzykowski,1934-10-04,Bielsko-Biała,Śląskie,POL,Poland,181.0,81.0,2014-05-19,71.13300000000001
7761,Stanisław Piłat,1909-06-13,Nowy Targ,Małopolskie,POL,Poland,189.0,96.0,1993-05-10,74.277
7762,Zbigniew Piórkowski,1929-07-02,Łódź,Łódzkie,POL,Poland,183.0,75.0,1994-07-10,71.919
7763,Józef Pisarski,1913-06-15,Łódź,Łódzkie,POL,Poland,,,1986-12-08,nan
7764,Aleksander Polus,1914-02-01,Dortmund,Nordrhein-Westfalen,GER,Poland,,,1965-02-13,nan
7765,Józef Reszpondek,1951-03-17,Łódź,Łódzkie,POL,Poland,168.0,53.0,2002-04-21,66.024
7766,Krzysztof Rojek,1972-02-16,Żagań,Lubuskie,POL,Poland,186.0,90.0,,73.098
7767,Roman Rożek,1942-08-05,Busko-Zdrój,Świętokrzyskie,POL,Poland,158.0,51.0,,62.094
7768,Wiesław Rudkowski,1946-11-17,Łódź,Łódzkie,POL,Poland,180.0,71.0,2016-02-14,70.74000000000001
7769,Jerzy Rybicki,1953-06-06,Warszawa (Warsaw),Mazowieckie,POL,Poland,179.0,70.0,,70.34700000000001
7770,Andrzej Rżany,1973-04-15,Mielec,Podkarpackie,POL,Poland,164.0,51.0,,64.452
7771,Grzegorz Skrzecz,1957-08-25,Warszawa (Warsaw),Mazowieckie,POL,Poland,186.0,90.0,2023-02-15,73.098
7772,Paweł Skrzecz,1957-08-25,Warszawa (Warsaw),Mazowieckie,POL,Poland,182.0,82.0,,71.526
7773,Hubert Skrzypczak,1943-09-29,Wejherowo,Pomorskie,POL,Poland,157.0,51.0,,61.701
7774,Dariusz Snarski,1968-12-20,Bielsk Podlaski,Podlaskie,POL,Poland,169.0,60.0,,66.417
7775,Jerzy Snoppek,1904-04-04,Katowice,Śląskie,POL,Poland,,,1944-01-01,nan
7776,Edmund Sobkowiak,1914-01-25,Poznań,Wielkopolskie,POL,Poland,,,1988-05-11,nan
7777,Henryk Średnicki,1955-01-17,Siemianowice,Śląskie,POL,Poland,160.0,51.0,2016-04-10,62.88
7778,Witold Stachurski,1947-01-15,Chmielnik,Świętokrzyskie,POL,Poland,176.0,71.0,2001-05-16,69.168
7779,Alfons Stawski,1945-01-01,Zgniłobłoty,Kujawsko-Pomorskie,POL,Poland,171.0,67.0,,67.203
7780,Zenon Stefaniuk,1930-07-08,,,,Poland,,,1985-07-10,nan
7781,Adam Świtek,1901-12-24,Inowrocław,Kujawsko-Pomorskie,POL,Poland,,,1960-03-19,nan
7782,Jan Szczepański,1939-11-20,Małecz,Łódzkie,POL,Poland,170.0,63.0,2017-01-15,66.81
7783,Kazimierz Szczerba,1954-03-04,Ciężkowice,Małopolskie,POL,Poland,177.0,63.0,,69.561
7784,Franciszek Szymura,1912-12-07,,,,Poland,181.0,80.0,1985-05-18,71.13300000000001
7785,Ryszard Tomczyk,1950-04-27,Trzebnica,Dolnośląskie,POL,Poland,168.0,57.0,,66.024
7786,Lucjan Trela,1942-06-25,Turbia,Podkarpackie,POL,Poland,172.0,86.0,2019-02-12,67.596
7787,Jan Wadas,1944-05-16,Lubcza,Małopolskie,POL,Poland,164.0,58.0,,64.452
7788,Tadeusz Walasek,1936-07-15,,,,Poland,176.0,76.0,2011-11-05,69.168
7789,Andrzej Wojciechowski,1933-04-01,Włocławek,Kujawsko-Pomorskie,POL,Poland,185.0,,1997-06-16,72.705
7790,Janusz Zarenkiewicz,1959-08-03,Nowy Las,Opolskie,POL,Poland,188.0,91.0,,73.884
7791,João Manuel Paquito,1952-07-27,Lisboa,Distrito de Lisboa,POR,Portugal,162.0,51.0,,63.666000000000004
7792,Choi Chol-Su,1969-12-01,,,,Democratic People's Republic of Korea,,,,nan
7793,Jong Jo-Ung,1957-06-17,,,,Democratic People's Republic of Korea,170.0,54.0,,66.81
7794,Gu Yong-Jo,1955-07-17,,,,Democratic People's Republic of Korea,172.0,57.0,,67.596
7795,Hoe Jong-Jil,1972-08-15,,,,Democratic People's Republic of Korea,164.0,54.0,,64.452
7796,Jang Bong-Mun,1954-08-25,,,,Democratic People's Republic of Korea,181.0,75.0,,71.13300000000001
7797,Jo Ryon-Sik,1960-01-30,,,,Democratic People's Republic of Korea,170.0,51.0,,66.81
7798,Kim Gil-Nam,1964-08-29,,,,Democratic People's Republic of Korea,180.0,81.0,,70.74000000000001
7799,Kim Jong-Ik,1949-05-25,,,,Democratic People's Republic of Korea,165.0,60.0,,64.845
7800,Kim U-Gil,1949-10-17,,,,Democratic People's Republic of Korea,162.0,48.0,,63.666000000000004
7801,Li Byong-Uk,1954-11-07,,,,Democratic People's Republic of Korea,158.0,50.0,,62.094
7802,Li Chil-Gun,1970-09-05,,,,Democratic People's Republic of Korea,170.0,57.0,,66.81
7803,Li Gwang-Sik,1970-03-05,,,,Democratic People's Republic of Korea,166.0,54.0,,65.238
7804,O Chong-Chol,1970-08-24,,,,Democratic People's Republic of Korea,168.0,48.0,,66.024
7805,Ri Chol,1976-01-29,,,,Democratic People's Republic of Korea,175.0,60.0,,68.775
7806,Ryu Bun-Hwa,1959-12-26,,,,Democratic People's Republic of Korea,176.0,65.0,,69.168
7807,Yun Yong-Chol,1968-02-28,,,,Democratic People's Republic of Korea,167.0,60.0,,65.631
7808,Aníbal Acevedo,1971-04-28,San Juan,Puerto Rico,PUR,Puerto Rico,176.0,67.0,,69.168
7809,Nelson Adams,1967-03-05,Fajardo,Puerto Rico,PUR,Puerto Rico,,,,nan
7810,Omar Adorno,1972-08-01,Morovis,Puerto Rico,PUR,Puerto Rico,160.0,51.0,,62.88
7811,Andy Agosto,1970-09-11,Carolina,Puerto Rico,PUR,Puerto Rico,,,,nan
7812,Roberto Andino,1956-10-04,,,,Puerto Rico,183.0,60.0,,71.919
7813,Harold Arroyo,1961-02-18,,,,Puerto Rico,,,,nan
7814,Héctor Arroyo,1966-05-30,Morovis,Puerto Rico,PUR,Puerto Rico,,,,nan
7815,Isaac Barrientos,1966-05-25,,,,Puerto Rico,190.0,108.0,1987-06-14,74.67
7816,Carlos Betancourt,1959-06-04,,,,Puerto Rico,183.0,75.0,,71.919
7817,Carlos Calderón,1955-12-06,,,,Puerto Rico,158.0,57.0,,62.094
7818,Ángel Chacón,1972-12-01,Vega Alta,Puerto Rico,PUR,Puerto Rico,167.0,51.0,,65.631
7819,Víctor Claudio,1961-07-15,,,,Puerto Rico,186.0,71.0,,73.098
7820,Jorge Clemente,1946-03-24,Carolina,Puerto Rico,PUR,Puerto Rico,175.0,80.0,,68.775
7821,José Antonio Colón,1948-08-17,,,,Puerto Rico,173.0,71.0,,67.989
7822,Clotilde Colón,1927-06-03,Cayey,Puerto Rico,PUR,Puerto Rico,,,1983-11-06,nan
7823,José Cotto,1977-06-22,Caguas,Puerto Rico,PUR,Puerto Rico,167.0,54.0,,65.631
7824,Juan Curet,1928-03-02,Santurce,Puerto Rico,PUR,Puerto Rico,165.0,63.0,2013-01-09,64.845
7825,Luis Dávila,1954-04-24,,,,Puerto Rico,168.0,60.0,,66.024
7826,Nelson Dieppa,1971-02-25,Vieques,Puerto Rico,PUR,Puerto Rico,161.0,48.0,,63.273
7827,Eugenio Febus,1949-04-10,Santurce,Puerto Rico,PUR,Puerto Rico,165.0,60.0,,64.845
7828,Orlando Fernández,1963-01-18,Yabucoa,Puerto Rico,PUR,Puerto Rico,160.0,57.0,,62.88
7829,Ángel Figueroa,1929-08-29,Santurce,Puerto Rico,PUR,Puerto Rico,,,1953-05-20,nan
7830,Enrique Flores,1968-11-23,,,,Puerto Rico,183.0,81.0,,71.919
7831,Esteban Flores,1967-08-08,,,,Puerto Rico,,,,nan
7832,Arcadio Fuentes,1965-09-11,,,,Puerto Rico,196.0,81.0,,77.028
7833,Carlos Gerena,1971-01-12,Bayamón,Puerto Rico,PUR,Puerto Rico,175.0,57.0,,68.775
7834,Wilfredo Gómez,1956-10-29,San Juan,Puerto Rico,PUR,Puerto Rico,163.0,51.0,,64.059
7835,Arístides González,1961-02-12,,,,Puerto Rico,186.0,75.0,,73.098
7836,Alex González,1974-05-18,Vega Baja,Puerto Rico,PUR,Puerto Rico,,,,nan
7837,Julio Guzmán,1957-06-04,,,,Puerto Rico,173.0,52.0,,67.989
7838,Wilfredo Guzmán,1951-02-23,,,,Puerto Rico,173.0,70.0,,67.989
7839,Saulo Hernández,1946-10-17,San Juan,Puerto Rico,PUR,Puerto Rico,172.0,75.0,,67.596
7840,Miguel Jiménez,1970-06-18,Philadelphia,Pennsylvania,USA,Puerto Rico,,,,nan
7841,Pablo Lugo,1932-09-28,San Juan,Puerto Rico,PUR,Puerto Rico,,,,nan
7842,Jorge Maysonet,1964-02-13,Cataño,Puerto Rico,PUR,Puerto Rico,183.0,64.0,,71.919
7843,Orlando Maldonado,1959-05-21,Bayamón,Puerto Rico,PUR,Puerto Rico,158.0,47.0,,62.094
7844,Ismael Martínez,1956-05-27,,,,Puerto Rico,173.0,61.0,,67.989
7845,Alberto Mercado,1961-01-02,Cayey,Puerto Rico,PUR,Puerto Rico,166.0,51.0,,65.238
7846,Reinaldo Mercado,1949-09-24,Cayey,Puerto Rico,PUR,Puerto Rico,165.0,57.0,,64.845
7847,José Ángel Molina,1958-10-19,,,,Puerto Rico,169.0,64.0,,66.417
7848,John John Molina,1965-03-17,Fajardo,Puerto Rico,PUR,Puerto Rico,167.0,54.0,,65.631
7849,Laudiel Negrón,1952-09-20,,,,Puerto Rico,170.0,64.0,,66.81
7850,Felipe Nieves,1969-09-15,Bayamón,Puerto Rico,PUR,Puerto Rico,,,,nan
7851,José Alonso Nieves,1944-01-23,Santurce,Puerto Rico,PUR,Puerto Rico,168.0,57.0,1979-11-01,66.024
7852,Lionel Ortiz,1970-09-23,Ponce,Puerto Rico,PUR,Puerto Rico,,,,nan
7853,Luis Ortiz,1965-11-05,Humacao,Puerto Rico,PUR,Puerto Rico,175.0,60.0,,68.775
7854,Nicolás Ortiz,1952-05-09,,,,Puerto Rico,178.0,67.0,,69.95400000000001
7855,Luis Pérez,1973-03-29,,,,Puerto Rico,172.0,64.0,,67.596
7856,Víctor Pérez,1971-02-09,,,,Puerto Rico,,,,nan
7857,Luis Pizarro,1962-10-26,Rio Grande,Puerto Rico,PUR,Puerto Rico,173.0,57.0,,67.989
7858,José Luis Quiñones,1974-03-01,Aguadilla,Puerto Rico,PUR,Puerto Rico,,,,nan
7859,Israel Quitcón,1928-09-08,Santurce,Puerto Rico,PUR,Puerto Rico,,,1977-01-01,nan
7860,Harold Ramírez,1972-07-18,,,,Puerto Rico,,,,nan
7861,Rafael Ramos,1965-01-01,,,,Puerto Rico,155.0,48.0,,60.915
7862,Carlos Reyes,,,,,Puerto Rico,175.0,67.0,,68.775
7863,Rey Rivera,1965-12-14,,,,Puerto Rico,,,,nan
7864,José Rodríguez,1967-07-18,Humacao,Puerto Rico,PUR,Puerto Rico,167.0,51.0,,65.631
7865,Luis Rolón,1967-09-16,Vega Baja,Puerto Rico,PUR,Puerto Rico,,,,nan
7866,José Rosario,1954-07-06,Naguabo,Puerto Rico,PUR,Puerto Rico,178.0,77.0,,69.95400000000001
7867,Richard Santiago,1970-09-28,,,,Puerto Rico,,,,nan
7868,Carlos Santos,1955-10-01,Ceiba,Puerto Rico,PUR,Puerto Rico,177.0,67.0,,69.561
7869,Daniel Santos,1975-10-14,San Juan,Puerto Rico,PUR,Puerto Rico,182.0,67.0,,71.526
7870,Luis Seda,1976-06-05,,,,Puerto Rico,165.0,57.0,,64.845
7871,Adalberto Siebens,1946-10-20,Guayanilla,Puerto Rico,PUR,Puerto Rico,163.0,63.0,,64.059
7872,Alejandro Silva,1957-11-07,,,,Puerto Rico,163.0,55.0,,64.059
7873,Andrés Torres,1948-05-03,Corozal,Puerto Rico,PUR,Puerto Rico,165.0,54.0,,64.845
7874,José Luis Vellón,1954-07-04,,,,Puerto Rico,174.0,57.0,,68.382
7875,Juan Venegas,1929-06-02,Río Piedras,Puerto Rico,PUR,Puerto Rico,,,1987-04-16,nan
